can you give me a room for six nights please, Frag: Zimmer für 6 Nächte
no i will take a room for six nights, Frag: Zimmer für 6 Nächte
i should like a room for six nights, Frag: Zimmer für 6 Nächte
yes i want a room for six nights please, Frag: Zimmer für 6 Nächte
can i buy a room for six nights, Frag: Zimmer für 6 Nächte
could you please offer me a room for six nights, Frag: Zimmer für 6 Nächte
yes i want a room for six nights, Frag: Zimmer für 6 Nächte
yes i will take a room for six nights, Frag: Zimmer für 6 Nächte
i would like a room for six nights, Frag: Zimmer für 6 Nächte
can you please offer me a room for six nights, Frag: Zimmer für 6 Nächte
could you give me a room for six nights, Frag: Zimmer für 6 Nächte
no i should like a room for six nights, Frag: Zimmer für 6 Nächte
no i'd like a room for six nights please, Frag: Zimmer für 6 Nächte
could you give me a room for six nights please, Frag: Zimmer für 6 Nächte
no i will have a room for six nights please, Frag: Zimmer für 6 Nächte
i'd like a room for six nights, Frag: Zimmer für 6 Nächte
can you offer me a room for six nights please, Frag: Zimmer für 6 Nächte
could you offer me a room for six nights, Frag: Zimmer für 6 Nächte
i would like a room for six nights please, Frag: Zimmer für 6 Nächte
no i should like a room for six nights please, Frag: Zimmer für 6 Nächte
yes i'd like a room for six nights, Frag: Zimmer für 6 Nächte
can you give me a room for six nights, Frag: Zimmer für 6 Nächte
yes i will have a room for six nights please, Frag: Zimmer für 6 Nächte
yes i would like a room for six nights, Frag: Zimmer für 6 Nächte
a room for six nights please, Frag: Zimmer für 6 Nächte
can i buy a room for seven nights please, Frag: Zimmer für 7 Nächte
i need a room for seven nights, Frag: Zimmer für 7 Nächte
can you give me a room for seven nights please, Frag: Zimmer für 7 Nächte
i need a room for seven nights please, Frag: Zimmer für 7 Nächte
could you please give me a room for seven nights, Frag: Zimmer für 7 Nächte
can you please offer me a room for seven nights, Frag: Zimmer für 7 Nächte
i'd like a room for seven nights, Frag: Zimmer für 7 Nächte
can you offer me a room for seven nights, Frag: Zimmer für 7 Nächte
no i need a room for seven nights please, Frag: Zimmer für 7 Nächte
yes i will take a room for seven nights please, Frag: Zimmer für 7 Nächte
could i buy a room for seven nights, Frag: Zimmer für 7 Nächte
can you give me a room for seven nights, Frag: Zimmer für 7 Nächte
i would like a room for seven nights please, Frag: Zimmer für 7 Nächte
no i want a room for seven nights, Frag: Zimmer für 7 Nächte
i would like a room for seven nights, Frag: Zimmer für 7 Nächte
yes i should like a room for seven nights please, Frag: Zimmer für 7 Nächte
can you offer me a room for seven nights please, Frag: Zimmer für 7 Nächte
can you please give me a room for seven nights, Frag: Zimmer für 7 Nächte
no i will have a room for seven nights please, Frag: Zimmer für 7 Nächte
could i have a room for seven nights please, Frag: Zimmer für 7 Nächte
yes i will take a room for seven nights, Frag: Zimmer für 7 Nächte
a room for seven nights please, Frag: Zimmer für 7 Nächte
no i should like a room for seven nights, Frag: Zimmer für 7 Nächte
yes i need a room for seven nights, Frag: Zimmer für 7 Nächte
yes i want a room for seven nights please, Frag: Zimmer für 7 Nächte
have you got a room for seven nights please, Frag: Zimmer für 7 Nächte
i want a room for seven nights please, Frag: Zimmer für 7 Nächte
yes i will have a room for seven nights please, Frag: Zimmer für 7 Nächte
a room for seven nights, Frag: Zimmer für 7 Nächte
i will have a room for seven nights please, Frag: Zimmer für 7 Nächte
could you give me a room for seven nights please, Frag: Zimmer für 7 Nächte
no i want a room for seven nights please, Frag: Zimmer für 7 Nächte
yes i should like a room for seven nights, Frag: Zimmer für 7 Nächte
have you got a room for seven nights, Frag: Zimmer für 7 Nächte
could you offer me a room for seven nights, Frag: Zimmer für 7 Nächte
no i'd like a room for seven nights please, Frag: Zimmer für 7 Nächte
can i have a room for seven nights please, Frag: Zimmer für 7 Nächte
do you have a room for seven nights, Frag: Zimmer für 7 Nächte
could you offer me a room for seven nights please, Frag: Zimmer für 7 Nächte
could you give me a room for seven nights, Frag: Zimmer für 7 Nächte
yes i will have a room for seven nights, Frag: Zimmer für 7 Nächte
could i buy a room for seven nights please, Frag: Zimmer für 7 Nächte
do you have a room for seven nights please, Frag: Zimmer für 7 Nächte
thank you very much, Danke
thank you so much, Danke
thank you, Danke
yes i should like a double room, Frag: Doppelzimmer
yes can you offer me a double room please, Frag: Doppelzimmer
could you give me a double room, Frag: Doppelzimmer
yes could you offer me a double room, Frag: Doppelzimmer
do you have a double room, Frag: Doppelzimmer
a double room please, Frag: Doppelzimmer
thank you i will take a double room please, Frag: Doppelzimmer
no i need a double room, Frag: Doppelzimmer
yes i would like a double room please, Frag: Doppelzimmer
can i buy a double room, Frag: Doppelzimmer
thank you could you please offer me a double room, Frag: Doppelzimmer
thank you could i buy a double room, Frag: Doppelzimmer
no can you offer me a double room please, Frag: Doppelzimmer
yes i will have a double room, Frag: Doppelzimmer
no i'd like a double room, Frag: Doppelzimmer
thank you could you give me a double room, Frag: Doppelzimmer
i'd like a double room, Frag: Doppelzimmer
i need a double room please, Frag: Doppelzimmer
thank you can you give me a double room please, Frag: Doppelzimmer
thank you could you offer me a double room, Frag: Doppelzimmer
thank you i'd like a double room please, Frag: Doppelzimmer
can i have a double room please, Frag: Doppelzimmer
yes i'd like a double room, Frag: Doppelzimmer
i would like a double room please, Frag: Doppelzimmer
have you got a double room please, Frag: Doppelzimmer
no i am looking for a double room, Frag: Doppelzimmer
yes could you offer me a double room please, Frag: Doppelzimmer
thank you i will have a double room please, Frag: Doppelzimmer
yes i want a double room please, Frag: Doppelzimmer
yes i will take a double room please, Frag: Doppelzimmer
thank you i want a double room please, Frag: Doppelzimmer
yes could i buy a double room, Frag: Doppelzimmer
no can i have a double room please, Frag: Doppelzimmer
thank you i want a double room, Frag: Doppelzimmer
yes can i have a double room please, Frag: Doppelzimmer
no i will have a double room, Frag: Doppelzimmer
i want a double room, Frag: Doppelzimmer
thank you can i have a double room, Frag: Doppelzimmer
a double room, Frag: Doppelzimmer
no i should like a double room, Frag: Doppelzimmer
could you please offer me a double room, Frag: Doppelzimmer
no i should like a double room please, Frag: Doppelzimmer
yes i want a double room, Frag: Doppelzimmer
thank you can you give me a double room, Frag: Doppelzimmer
no i would like a double room please, Frag: Doppelzimmer
could i have a double room please, Frag: Doppelzimmer
yes i will have a double room please, Frag: Doppelzimmer
yes can i buy a double room, Frag: Doppelzimmer
thank you can you please give me a double room, Frag: Doppelzimmer
no could i buy a double room please, Frag: Doppelzimmer
yes can you offer me a double room, Frag: Doppelzimmer
no could you please give me a double room, Frag: Doppelzimmer
yes have you got a double room please, Frag: Doppelzimmer
yes can you give me a double room, Frag: Doppelzimmer
no could you offer me a double room, Frag: Doppelzimmer
no could you offer me a double room please, Frag: Doppelzimmer
yes could i have a double room, Frag: Doppelzimmer
yes can i have a double room, Frag: Doppelzimmer
i want a double room please, Frag: Doppelzimmer
can you give me a double room please, Frag: Doppelzimmer
thank you have you got a double room please, Frag: Doppelzimmer
could you offer me a double room, Frag: Doppelzimmer
no can you please give me a double room, Frag: Doppelzimmer
no could you give me a double room please, Frag: Doppelzimmer
no i need a double room please, Frag: Doppelzimmer
no i will take a double room, Frag: Doppelzimmer
yes could you please give me a double room, Frag: Doppelzimmer
no i am looking for a double room please, Frag: Doppelzimmer
thank you could you give me a double room please, Frag: Doppelzimmer
no do you have a double room please, Frag: Doppelzimmer
could i have a double room, Frag: Doppelzimmer
no i want a double room, Frag: Doppelzimmer
can you please give me a double room, Frag: Doppelzimmer
no could i buy a double room, Frag: Doppelzimmer
thank you could i have a double room, Frag: Doppelzimmer
no could you please offer me a double room, Frag: Doppelzimmer
thank you do you have a double room, Frag: Doppelzimmer
no i will take a double room please, Frag: Doppelzimmer
thank you could you offer me a double room please, Frag: Doppelzimmer
thank you can i buy a double room, Frag: Doppelzimmer
no can you offer me a double room, Frag: Doppelzimmer
i'd like a double room please, Frag: Doppelzimmer
thank you can you offer me a double room, Frag: Doppelzimmer
no i will have a double room please, Frag: Doppelzimmer
no can you please offer me a double room, Frag: Doppelzimmer
no can i have a double room, Frag: Doppelzimmer
no i want a double room please, Frag: Doppelzimmer
thank you could i have a double room please, Frag: Doppelzimmer
thank you i should like a double room please, Frag: Doppelzimmer
i will have a double room, Frag: Doppelzimmer
yes i need a double room, Frag: Doppelzimmer
thank you i need a double room, Frag: Doppelzimmer
can you offer me a double room, Frag: Doppelzimmer
no could i have a double room, Frag: Doppelzimmer
no i'd like a double room please, Frag: Doppelzimmer
thank you i should like a double room, Frag: Doppelzimmer
could you offer me a double room please, Frag: Doppelzimmer
yes can i buy a double room please, Frag: Doppelzimmer
yes i will take a single room, Frag: Einzelzimmer
no i should like a single room please, Frag: Einzelzimmer
can you please offer me a single room, Frag: Einzelzimmer
yes i will have a single room please, Frag: Einzelzimmer
no i will take a single room, Frag: Einzelzimmer
could i have a single room please, Frag: Einzelzimmer
no i need a single room, Frag: Einzelzimmer
thank you could i have a single room please, Frag: Einzelzimmer
could you offer me a single room, Frag: Einzelzimmer
yes could you give me a single room please, Frag: Einzelzimmer
no can i have a single room, Frag: Einzelzimmer
no can i buy a single room please, Frag: Einzelzimmer
yes i need a single room please, Frag: Einzelzimmer
a single room please, Frag: Einzelzimmer
no could i have a single room please, Frag: Einzelzimmer
yes i would like a single room please, Frag: Einzelzimmer
yes could you please give me a single room, Frag: Einzelzimmer
thank you i'd like a single room please, Frag: Einzelzimmer
thank you i will take a single room, Frag: Einzelzimmer
i will take a single room, Frag: Einzelzimmer
i need a single room please, Frag: Einzelzimmer
thank you do you have a single room please, Frag: Einzelzimmer
thank you have you got a single room, Frag: Einzelzimmer
no can you offer me a single room please, Frag: Einzelzimmer
can you give me a single room please, Frag: Einzelzimmer
thank you could you please give me a single room, Frag: Einzelzimmer
no can i have a single room please, Frag: Einzelzimmer
yes could you offer me a single room please, Frag: Einzelzimmer
no i would like a single room, Frag: Einzelzimmer
yes i will take a single room please, Frag: Einzelzimmer
no have you got a single room, Frag: Einzelzimmer
yes i would like a single room, Frag: Einzelzimmer
can you please give me a single room, Frag: Einzelzimmer
yes have you got a single room, Frag: Einzelzimmer
yes could i buy a single room, Frag: Einzelzimmer
could i have a single room, Frag: Einzelzimmer
i'd like a single room please, Frag: Einzelzimmer
no can i buy a single room, Frag: Einzelzimmer
no i would like a single room please, Frag: Einzelzimmer
can you give me a single room, Frag: Einzelzimmer
no i need a single room please, Frag: Einzelzimmer
thank you could you give me a single room, Frag: Einzelzimmer
thank you can you give me a single room please, Frag: Einzelzimmer
no can you give me a single room, Frag: Einzelzimmer
no could i have a single room, Frag: Einzelzimmer
could i buy a single room, Frag: Einzelzimmer
thank you could i buy a single room please, Frag: Einzelzimmer
no do you have a single room, Frag: Einzelzimmer
i am looking for a single room please, Frag: Einzelzimmer
thank you can i buy a single room please, Frag: Einzelzimmer
thank you can you please give me a single room, Frag: Einzelzimmer
yes i should like a single room please, Frag: Einzelzimmer
i should like a single room, Frag: Einzelzimmer
no i want a single room please, Frag: Einzelzimmer
thank you could you please offer me a single room, Frag: Einzelzimmer
yes have you got a single room please, Frag: Einzelzimmer
thank you i need a single room, Frag: Einzelzimmer
thank you can i have a single room, Frag: Einzelzimmer
no could you offer me a single room please, Frag: Einzelzimmer
yes i'd like a single room please, Frag: Einzelzimmer
i'd like a single room, Frag: Einzelzimmer
yes i want a single room, Frag: Einzelzimmer
could you give me a single room please, Frag: Einzelzimmer
could you offer me a single room please, Frag: Einzelzimmer
